ID,Zotero_Key,Author_Year,Title,AI_Literacies,Generative_KI,Prompting,KI_Sonstige,Soziale_Arbeit,Bias_Ungleichheit,Gender,Diversitaet,Feministisch,Fairness,Decision,Exclusion_Reason,Studientyp,LLM_Confidence,LLM_Reasoning
247,8U23BX2J,Ulnicane (2024),Intersectionality in artificial intelligence: Framing concerns and recommendations for action,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt substantiell algorithmische Systeme und AI-Bias (KI_Sonstige) und adressiert mehrere soziale Kategorien: Bias/Ungleichheit durch diskriminierende KI-Outputs, Gender durch Analyse des homogenen Tech-Sektors, Diversität in der KI-Entwicklung, Fairness als algorithmisches Konzept, sowie feministische Perspektive durch explizite Intersektionalitätsanalyse (Crenshaw-Tradition) und Fokus auf Machtstrukturen. Beide Einschlussbedingungen sind eindeutig erfüllt."
248,7L93JBLR,Karagianni (2025),Gender in a stereo-(gender)typical EU AI law: A feminist reading of the AI Act,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt substantiell algorithmische Systeme (KI_Sonstige) im Kontext des EU AI Acts. Es verwendet explizit feministische Theorie (hermeneutische Ungerechtigkeit, feministische Rechtswissenschaft) und intersektionale Analyse (Feministisch, Gender). Bias_Ungleichheit, Diversitaet und Fairness sind zentrale Themen. TECHNIK_OK durch KI_Sonstige, SOZIAL_OK durch mehrere Kategorien → Include."
249,NUVZI357,Mosene (2023),Feministische Netzpolitik und Künstliche Intelligenz in der politischen Bildung [Feminist network politics and artificial intelligence in political education],Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Include,,Theoretisch,0.9,"Das Paper behandelt substantiell feministische Perspektiven auf KI (feministisch = Ja), Bias in KI-Systemen und Geschlechterstereotype (Bias_Ungleichheit, Gender = Ja), sowie KI-Kompetenzentwicklung im Kontext politischer Bildung (AI_Literacies = Ja). Es bezieht sich explizit auf intersektionale feministische Theorie. TECHNIK_OK (AI_Literacies + KI_Sonstige) und SOZIAL_OK (Bias, Gender, Feministisch) sind erfüllt."
250,2565PPJW,Guerra et al. (2023),Feminist reflections for the development of artificial intelligence,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.9,"Das Paper behandelt KI-Entwicklung unter feministischen Frameworks explizit, mit Bezug auf intersektionale Teams, Gender-Perspektive in Data-Science-Projekten und feministische KI-Prinzipien. TECHNIK_OK durch KI_Sonstige (KI-Entwicklung, Data Science). SOZIAL_OK durch Feministisch (explizite feministische Theorie/Methodik), Gender, Bias_Ungleichheit, Diversität und Fairness. Beide Bedingungen erfüllt → Include."
251,DA6T4Z5B,Sinders (2017),Feminist Data Set,Nein,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Include,,Konzept,0.78,"Das Projekt adressiert kritische Prompting-Praktiken und KI-Entwicklungsprozesse (Datensammlung, Labeling, Training) durch feministische und intersektionale Linsen. Es behandelt Bias in KI-Systemen substantiell und verwendet explizit feministische Theorie und Methodik. TECHNIK_OK (Prompting, KI_Sonstige) und SOZIAL_OK (Bias_Ungleichheit, Gender, Diversitaet, Feministisch) sind erfüllt."
252,UFJ7ERFF,D'Ignazio & Klein (2024),Data Feminism for AI,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.97,"D'Ignazio & Klein präsentieren ein explizit feministisches Framework für KI-Ethik (TECHNIK_OK: KI_Sonstige durch algorithmische Systeme und AI-Forschungskritik). SOZIAL_OK: Stark vertreten durch Bias_Ungleichheit (strukturelle Diskriminierung), Gender (gendered capitalism), Diversitaet, Feministisch (explizite feministische Theorie von D'Ignazio & Klein, bekannte Data-Feminism-Autorinnen) und Fairness (Kritik an algorithmischer Unvoreingenommenheit). Beide Bedingungen klar erfüllt."
253,BJZYGNEE,Toupin (2024),Shaping feminist artificial intelligence,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Include,,Theoretisch,0.85,"Das Paper entwickelt eine umfassende Typologie der Schnittmengen von Feminismus und KI. Es behandelt KI-Systeme (KI_Sonstige) aus explizit feministischer Perspektive, analysiert Gender-Bias und masculine-coded AI-Systeme (Gender, Feministisch), und thematisiert soziale Ungleichheit sowie Diversität durch partizipative Designansätze. Prompting wird nur am Rande erwähnt, kein substantieller Fokus darauf. TECHNIK_OK und SOZIAL_OK erfüllt."
254,N7J2ZRFP,Srivastava (2024),Algorithmic Governance and the International Politics of Big Tech,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.65,"Das Paper behandelt algorithmische Governance-Systeme (KI_Sonstige) von Big Tech und analysiert systemische Machtungleichgewichte sowie 'information pollution' (Bias_Ungleichheit). Kein direkter Soziale-Arbeit-Bezug, aber die strukturelle Analyse algorithmischer Macht und sozialer Ungleichheit erfüllt die SOZIAL-Bedingung. Die Verbindung zu Bias/Ungleichheit ist gegeben, jedoch eher politikwissenschaftlich als KI-technisch fokussiert – daher mittlere Konfidenz."
255,HJ7BHX8J,Browne et al. (2024),Engineers on responsibility: feminist approaches to who's responsible for ethical AI,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Include,,Empirisch,0.85,"Das Paper behandelt KI-Entwicklung und ethische Verantwortung (KI_Sonstige) durch feministische politische Theorie (Feministisch explizit). Es kritisiert individuelle Verantwortungsframeworks und thematisiert strukturelle Machtrelationen, was Bias_Ungleichheit und Fairness adressiert. Interviews mit AI-Praktikern bilden die empirische Basis. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (Feministisch, Bias_Ungleichheit, Fairness) → Include."
256,VFD9ENG6,Gohar & Cheng (2023),"A Survey on Intersectional Fairness in Machine Learning: Notions, Mitigation, and Challenges",Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Include,,Literaturreview,0.95,"Das Paper behandelt substantiell algorithmischen Bias und Fairness in ML-Systemen (KI_Sonstige, Bias_Ungleichheit, Fairness). Es ist explizit in Crenshaws Intersektionalitäts-Framework verankert (Feministisch = Ja). Diversität wird durch die Analyse multipler sensitiver Attribute und intersektionaler Identitäten substantiell behandelt. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (Bias, Fairness, Feministisch, Diversität) sind erfüllt → Include."
257,THGC3PA2,Kubes (2024),Feministische KI – Künstliche Intelligenz für alle? [Feminist AI – Artificial intelligence for everyone?],Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Include,,Konzept,0.95,"Das Paper beschreibt ein Seminar zur feministischen KI-Bildung (AI Literacy) mit explizit feministischer Theorie und intersektionaler Analyse (androzentrisch, eurozentrisch, kapitalistisch-patriarchal). Es behandelt KI-Kompetenzen aus feministischer Perspektive, thematisiert Bias/Ungleichheit und Diversität. Beide Bedingungen (TECHNIK: AI_Literacies, KI_Sonstige; SOZIAL: Feministisch, Gender, Bias_Ungleichheit, Diversitaet) sind erfüllt."
258,MT54YHER,Zhao et al. (2025),Thinking like a scientist: Can interactive simulations foster critical AI literacy?,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.88,"Das Paper behandelt substantiell KI-Kompetenzentwicklung (AI Literacy) durch interaktive Simulationen (TECHNIK_OK). Es thematisiert zudem Bias-Mechanismen, Fairness und Machtstrukturen in KI-Systemen (SOZIAL_OK). Empirische Studie mit 605 Teilnehmenden, die kritische KI-Literacy fördern soll, inklusive Verständnis von Datensatz-Repräsentativität und algorithmischem Bias."
259,T8R8RKX9,Wilson & Caliskan (2024),AI tools show biases in ranking job applicants' names according to perceived race and gender,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Empirisch,0.92,"Das Paper untersucht algorithmischen Bias in KI-gestützten Bewerbungsscreening-Systemen (KI_Sonstige). Zentrale Befunde betreffen intersektionale Diskriminierung nach Rasse und Geschlecht (Bias_Ungleichheit, Gender, Diversitaet). Die explizit intersektionale Analyse – im Sinne von Crenshaw – qualifiziert das Paper für Feministisch. Fairness-Metriken (0% Selektionsrate für Black men) werden substantiell thematisiert. TECHNIK_OK und SOZIAL_OK sind beide erfüllt."
260,X54V3JMF,Ulnicane (2024),Intersectionality in Artificial Intelligence: Framing Concerns and Recommendations for Action,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.95,"Das Paper wendet explizit Crenshaws Intersektionalitätstheorie auf KI-Systeme an (algorithmische Entscheidungssysteme, Einstellungstools, Voice Assistants) und analysiert Bias, strukturelle Ungleichheiten und Diversitätsprobleme in der KI-Entwicklung. TECHNIK_OK durch KI_Sonstige, SOZIAL_OK durch mehrere Kategorien (Bias, Gender, Diversität, Feministisch, Fairness). Feministische Kategorie klar erfüllt durch expliziten Bezug auf Crenshaw."
261,EN6GNKL3,Dilek et al. (2025),AI literacy in teacher education: Empowering educators through critical co-discovery,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Include,,Empirisch,0.72,"Das Paper behandelt AI Literacy substantiell im Kontext der Lehrerbildung mit Fokus auf kritische Kompetenzen, Machtdynamiken und soziale Gerechtigkeitsimplikationen von KI. Fairness wird durch die explizite Auseinandersetzung mit 'power dynamics and social justice implications' adressiert. Damit sind TECHNIK_OK (AI_Literacies) und SOZIAL_OK (Fairness) erfüllt, was zu Include führt."
262,QUU8QDPQ,Benjamin (2023),Keynote Summary: The New Jim Code: Reimagining the Default Settings of Technology & Society,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Include,,Theoretisch,0.88,"Ruha Benjamins 'New Jim Code' behandelt substantiell, wie KI-Systeme (KI_Sonstige) rassistische Hierarchien reproduzieren und Diskriminierung in technische Architekturen einbetten (Bias_Ungleichheit). Diversität wird durch die kritische Perspektive auf Rassenungleichheit in Technologiesystemen adressiert. Feministisch wird nicht explizit als Rahmen verwendet. Kein direkter Soziale_Arbeit-Bezug. Technik- und Sozialbedingung sind erfüllt."
263,PQC9G5EU,Wajcman & Young (2023),Feminism Confronts AI: The Gender Relations of Digitalisation,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Include,,Theoretisch,0.95,"Das Paper liefert eine explizit feministische Kritik an KI-Systemen (Wajcman als bekannte feministische Technikforscherin), thematisiert Gender-Bias und Unterrepräsentation von Frauen in der KI-Entwicklung sowie strukturelle Machtasymmetrien. KI_Sonstige ist erfüllt (algorithmische Systeme/KI allgemein), und mehrere soziale Kategorien (Gender, Bias, Feministisch, Diversität) sind klar gegeben. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt."
264,U75LP6SV,Raji & Buolamwini (2024),The Algorithmic Auditing Landscape: A Social Justice Approach,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.88,"Das Paper behandelt algorithmisches Auditing (KI_Sonstige) aus sozialer Gerechtigkeitsperspektive. Es kritisiert rein technische Metriken und betont reale Schäden für marginalisierte Gruppen (Bias_Ungleichheit, Diversitaet) sowie Fairness-Aspekte im Sinne von soziotechnischen Systemanalysen. TECHNIK_OK und SOZIAL_OK sind erfüllt → Include."
265,JZ4P8V8S,Thwaites et al. (2024),Operationalizing positive-constructive pedagogy to artificial intelligence: the 3E model for scaffolding AI technology adoption,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Konzept,0.8,"Das Paper entwickelt ein pädagogisches Framework (3E-Modell) zur Förderung kritischer KI-Kompetenz, was klar AI_Literacies erfüllt. Die Expose-Phase thematisiert explizit Mechanismen und Biases von KI-Systemen, was Bias_Ungleichheit begründet. Das Paper ist konzeptuell und befasst sich mit kritischer Reflexion von KI-Diskriminierung, nicht jedoch spezifisch mit Sozialer Arbeit, Prompting (nur beiläufig erwähnt) oder feministischer Theorie im engeren Sinne."
266,SJLJ2GHC,Ulnicane (2024),Intersectionality in Artificial Intelligence: Framing Concerns and Recommendations for Action,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.92,"Das Paper analysiert EU-KI-Politikdokumente (KI_Sonstige) kritisch aus intersektionaler Perspektive (Feministisch: explizit Intersektionalitätstheorie nach Crenshaw-Tradition). Es behandelt substantiell algorithmischen Bias, Gender-Diskriminierung, Diversität und Fairness in KI-Governance. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (Bias_Ungleichheit, Gender, Diversitaet, Feministisch, Fairness) sind erfüllt → Include."
267,3XMBE43Z,Voutyrakou & Skordoulis (2025),Algorithmic Governance: Gender Bias in AI-Generated Policymaking?,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Include,,Experimentell,0.92,"Das Paper untersucht Gender-Bias in GPT-4/Copilot-generierten Politiken (Generative_KI). Prompting ist substantiell: intersektional-informiertes Prompting als Strategie wird explizit diskutiert. Gender-Bias und androzentrische Verzerrungen stehen im Mittelpunkt (Bias_Ungleichheit, Gender). Feministische Perspektive ist explizit durch Konzepte wie Androzentrismus, Intersektionalität und Strukturkritik erkennbar (Feministisch). TECHNIK_OK + SOZIAL_OK → Include."
268,SHDNTZJZ,Toupin (2024),Shaping feminist artificial intelligence,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Include,,Theoretisch,0.92,"Das Paper behandelt feministische KI substantiell: Es analysiert sechs Formen feministischer KI (Modell, Design, Policy, Kultur, Diskurs, Wissenschaft), thematisiert versteckte Biases und Machtdynamiken in KI-Systemen und verwendet explizit feministische Perspektiven/Theorie. Damit sind sowohl TECHNIK (KI_Sonstige) als auch SOZIAL (Feministisch, Bias_Ungleichheit, Gender) erfüllt."
269,9YCFMPVT,Ulnicane (2024),Intersectionality in Artificial Intelligence: Framing Concerns and Recommendations for Action,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Include,,Theoretisch,0.85,"Das Paper analysiert Intersektionalität in der KI-Entwicklung, thematisiert algorithmischen Bias durch homogene KI-Belegschaften und gescheiterte Diversity-Initiativen. TECHNIK_OK durch KI_Sonstige (algorithmische Systeme/KI-Entwicklung). SOZIAL_OK durch Bias_Ungleichheit, Diversitaet und Feministisch – letzteres explizit durch intersektionale Analyse (Crenshaw-Tradition) und Kritik an Machtstrukturen in der KI-Entwicklung."
270,C485NKYA,Attard-Frost et al. (2025),AI Countergovernance: Lessons Learned from Canada and Paris,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Include,,Konzept,0.78,"Das Paper behandelt kritische KI-Literacy-Programme (AI_Literacies) und algorithmische Systeme im gesellschaftlichen Kontext (KI_Sonstige). Es thematisiert explizit strukturelle Ungleichheiten bezüglich Rasse, Gender und Arbeit (Bias_Ungleichheit, Gender). Die Technik-Bedingung (AI_Literacies, KI_Sonstige) und Sozial-Bedingung (Bias_Ungleichheit, Gender) sind beide erfüllt → Include."
271,XZ6Z8A9C,Knowles et al. (2023),Trustworthy AI and the Logics of Intersectional Resistance,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Include,,Theoretisch,0.88,"Das Paper untersucht KI-Ethik-Frameworks (KI_Sonstige) aus explizit intersektional-feministischer Perspektive (Feministisch = Ja, da intersektionale Analyse nach Crenshaw verwendet wird). Es thematisiert Bias und Ungleichheit gegenüber marginalisierten Gruppen (Bias_Ungleichheit) sowie Diversität und Inklusion (Diversitaet). Fairness wird durch Kritik an dominanten Frameworks und Vorschläge zur Umgestaltung substantiell behandelt. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (mehrere Kategorien) erfüllt."
272,GJF776AY,Shukla (2025),Investigating AI systems: examining data and algorithmic bias through hermeneutic reverse engineering,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.82,"Das Paper behandelt algorithmischen Bias in KI-Systemen (KI_Sonstige) und schlägt ein Framework zur Untersuchung von Bias vor. Es thematisiert substantiell Bias/Ungleichheit, die Auswirkungen auf soziale Gruppen (Diversitaet) und algorithmische Fairness. Hermeneutisches Reverse Engineering als Rahmenkonzept zur Bias-Untersuchung erfüllt beide Bedingungen: TECHNIK (KI_Sonstige) und SOZIAL (Bias_Ungleichheit, Diversitaet, Fairness)."
273,PC75954S,Ghosal (2024),An empirical study of structural social and ethical challenges in AI,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Empirisch,0.78,"Das Paper untersucht algorithmische Systeme (KI_Sonstige) und deren strukturelle ethische Herausforderungen wie Ungerechtigkeit und Ungleichheit (Bias_Ungleichheit). N=32 Professionals in der KI-Entwicklung werden zu ihrer Wahrnehmung struktureller ethischer Barrieren befragt. Beide Bedingungen (TECHNIK_OK und SOZIAL_OK) sind erfüllt, daher Include."
274,ZAU6P4BK,Toupin (2024),Shaping feminist artificial intelligence,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.9,"Das Paper behandelt explizit feministische KI-Ansätze (FAI) mit einer Typologie von sechs Perspektiven. Es verwendet feministische Theorie und Methodik substantiell, thematisiert Machtstrukturen und soziale Gerechtigkeit in der KI-Entwicklung. TECHNIK_OK durch KI_Sonstige (AI-Entwicklung allgemein). SOZIAL_OK durch Feministisch, Gender, Bias_Ungleichheit, Diversitaet und Fairness."
275,Y8J3HI9J,Lin & Chen (2022),Artificial Intelligence in a Structurally Unjust Society,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.85,"Das Paper behandelt AI-Systeme (KI_Sonstige) im Kontext struktureller Ungerechtigkeit, mit klarem Fokus auf algorithmischen Bias (Bias_Ungleichheit) und Fairness-Konzepten in KI-Systemen. Als Beispiel dient Healthcare-KI. Die Verbindung von AI-Bias und sozialer Strukturungerechtigkeit sowie praktische Empfehlungen für collective action erfüllen beide Bedingungen für Inclusion (TECHNIK + SOZIAL)."
276,VVEEL68I,Slesinger et al. (2024),Training in Co-Creation as a Methodological Approach to Improve AI Fairness,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.88,Das Paper behandelt substantiell KI-Kompetenzvermittlung (AI_Literacies) für nicht-technische Stakeholder aus marginalisierten Gruppen im Kontext von Bias-Erkennung und -Mitigation (KI_Sonstige). Fairness und Bias_Ungleichheit sind zentrale Themen. Diversität ist explizit durch den Fokus auf vulnerable/marginalisierte Gruppen im co-creation Prozess adressiert. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.
277,HLBXNWAZ,Sharma et al. (2024),Intersectional analysis of visual generative AI: the case of stable diffusion,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Include,,Empirisch,0.93,"Das Paper analysiert Stable Diffusion (generative KI) mittels intersektionaler Analyse – explizit feministische Methodik nach z.B. Crenshaw. Es untersucht 180 generierte Bilder auf Sexismus, Rassismus, Heteronormativität und Ableismus (Bias_Ungleichheit, Gender, Diversitaet). Technik-Kriterium erfüllt durch Generative_KI, Sozial-Kriterium durch mehrere Kategorien. Include."
278,Y6SAPNT2,Vethman et al. (2025),Fairness Beyond the Algorithmic Frame: Actionable Recommendations for an Intersectional Approach,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Include,,Konzept,0.92,"Das Paper behandelt algorithmische Fairness und Bias in KI-Systemen (KI_Sonstige) mit explizitem Intersektionalitätsbezug (Feministisch – Crenshaw-Tradition), kritisiert die Reduktion von Intersektionalität auf technische Bias-Messungen (Bias_Ungleichheit), und entwickelt ein Framework für Diversität und Inklusion in KI-Entwicklungsprozessen (Diversitaet, Fairness). TECHNIK_OK und SOZIAL_OK sind erfüllt."
279,XXCDL3A3,Ovalle et al. (2023),Factoring the Matrix of Domination: A Critical Review and Reimagination of Intersectionality in AI Fairness,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Include,,Literaturreview,0.95,"Das Paper untersucht AI Fairness-Literatur durch eine explizit intersektionale Linse (Konzept nach Crenshaw), analysiert Machtstrukturen und Unterdrückungssysteme im KI-Kontext. KI_Sonstige: algorithmische Fairness-Systeme; Bias_Ungleichheit: strukturelle Diskriminierung in KI; Feministisch: explizite Verwendung intersektionaler Theorie; Fairness: direkte Auseinandersetzung mit Fairness-Metriken und deren Grenzen. Alle Bedingungen erfüllt."
280,QXDK8Z6I,Himmelreich & Lim (2022),"Artificial Intelligence and Structural Injustice: Foundations for Equity, Values, and Responsibility",Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Include,,Theoretisch,0.88,"Das Paper behandelt algorithmische Systeme (KI_Sonstige) und entwickelt einen Ansatz zur Analyse von KI-Bias auf Basis von Iris Marion Youngs Theorie struktureller Ungerechtigkeit. Young ist eine feministische Theoretikerin, deren Werk explizit feministische Methodik darstellt (Feministisch=Ja). Das Paper adressiert substantiell Bias (Bias_Ungleichheit), Diversität/Inklusion (Diversitaet) und algorithmische Fairness als normative Grundlage für AI Governance (Fairness)."
281,LT3D3ZQ2,Siapka (2023),Towards a Feminist Metaethics of AI,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Include,,Theoretisch,0.82,Das Paper entwickelt eine feministische Metaethik für KI und behandelt damit KI-Systeme im Kontext von Machtrelationen und gesellschaftlichen Auswirkungen (KI_Sonstige). Es verwendet explizit feministische Theorie und Methodik (Feministisch = Ja). Die Untersuchung von Machtstrukturen und realen Auswirkungen von KI impliziert Bias und Ungleichheit (Bias_Ungleichheit = Ja). Beide Bedingungen (TECHNIK_OK und SOZIAL_OK) sind erfüllt.
282,D2EGAVKZ,Klein & D'Ignazio (2024),Data Feminism for AI,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Include,,Theoretisch,0.95,"Klein & D'Ignazio (Autorinnen des bekannten 'Data Feminism'-Buches) erweitern ihre feministischen Prinzipien explizit auf den KI-Kontext. Das Paper verwendet explizit intersektionale feministische Theorie (D'Ignazio/Crenshaw-Tradition), thematisiert Ungleichheit, Bias und Fairness in KI-Systemen substantiell. TECHNIK_OK via KI_Sonstige; SOZIAL_OK via Feministisch, Bias_Ungleichheit, Diversitaet, Fairness."
283,NHIZN4QJ,Wudel & Ehrenberg (2025),What is Feminist AI?,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Konzept,0.9,"Das Paper behandelt Feminist AI als Framework mit explizit feministischer Theorie (intersektionaler Feminismus), analysiert Bias und Ungleichheit in KI-Systemen, und thematisiert Diversität, Fairness und Gender substantiell. Die technische Dimension wird durch KI-Systeme und deren Entwicklung abgedeckt. Sowohl TECHNIK_OK (KI_Sonstige) als auch SOZIAL_OK (Feministisch, Bias, Gender, Diversität, Fairness) sind erfüllt."
284,MIT8HTC6,Clemmer et al. (2024),PreciseDebias: An automatic prompt engineering approach for generative AI to mitigate image demographic biases,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Experimentell,0.95,"Das Paper behandelt substantiell generative KI (Bildgeneratoren) und Prompt-Engineering (automatisiertes Rewriting von Prompts). Es adressiert klar demografischen Bias, Diversität (Ethnizität, Geschlecht, Alter) und algorithmische Fairness in KI-Systemen. Sowohl TECHNIK_OK (Generative_KI, Prompting) als auch SOZIAL_OK (Bias_Ungleichheit, Gender, Diversitaet, Fairness) sind erfüllt."
285,YN9JAREI,Gengler et al. (2024),Faires KI-Prompting – Ein Leitfaden für Unternehmen,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Konzept,0.95,"Das Paper behandelt explizit feministisch-informierte KI-Kompetenz, Prompt-Engineering ('KI-FAIRNESS'-Framework) und diversity-reflektives Prompting zur Reduktion von Stereotypen und Diskriminierung in KI-generierten Inhalten. Feministische Perspektive ist explizit benannt, Fairness und Bias sind Kernthemen. TECHNIK (AI_Literacies, Generative_KI, Prompting) und SOZIAL (Bias_Ungleichheit, Gender, Diversitaet, Feministisch, Fairness) sind klar erfüllt."
286,UJ7DXK8Y,Santy et al. (2023),NLPositionality: Characterizing design biases of datasets and models,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.85,"Das Paper entwickelt ein Framework zur Sichtbarmachung von Design-Bias in KI-Modellen und Datensätzen (KI_Sonstige). Es thematisiert substantiell algorithmischen Bias und Unterrepräsentation demografischer Gruppen (Bias_Ungleichheit, Diversitaet) sowie algorithmische Fairness. Positionality als Konzept adressiert, wie soziale Perspektiven in KI-Artefakte einfließen. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt."
287,MJDTRLAI,Shin et al. (2024),Can prompt modifiers control bias? A comparative analysis of text-to-image generative models,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.92,"Das Paper behandelt substantiell generative KI (Stable Diffusion, DALL·E 3, Adobe Firefly), Prompting als Bias-Mitigation-Strategie sowie algorithmischen Bias und Fairness in Text-zu-Bild-Modellen. Die Analyse gesellschaftlicher Verzerrungen und Diversitätsaspekte in KI-Outputs erfüllt die Sozial-Bedingung. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt."
288,6L85PRUW,Skilton & Cardinal (2024),Inclusive prompt engineering: A methodology for hacking biased AI image generation,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Include,,Empirisch,0.92,"Das Paper behandelt substantiell generative KI (Bildgeneratoren), Prompt-Engineering als Kernmethodik und algorithmischen Bias/Diversität in KI-Outputs. Die Methodik 'inclusive prompt engineering' adressiert direkt Bias-Reduktion und inklusive Repräsentation in generierten Bildern. TECHNIK_OK (Generative_KI, Prompting) und SOZIAL_OK (Bias_Ungleichheit, Diversitaet) sind beide erfüllt."
289,YLAKP7Z2,Jääskeläinen et al. (2025),Intersectional analysis of visual generative AI: The case of Stable Diffusion,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Include,,Empirisch,0.95,"Das Paper analysiert Stable Diffusion (generative KI) mittels feministisch-intersektionaler Methodik explizit nach Crenshaw'scher Intersektionalität. Es untersucht Bias bzgl. Race, Gender, Ableism und weiterer Dimensionen in KI-generierten Bildern. TECHNIK_OK: Generative_KI. SOZIAL_OK: Bias_Ungleichheit, Gender, Diversitaet, Feministisch. Beide Bedingungen erfüllt → Include."
290,8WBUGXRR,Djeffal (2025),Reflexive prompt engineering: A framework for responsible prompt engineering and AI interaction design,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Include,,Konzept,0.88,"Das Paper entwickelt ein Framework für verantwortungsvolles Prompt Engineering als Teil von AI Literacy. Prompting ist das zentrale Thema (fünf Komponenten). Generative KI und AI Literacies sind klar adressiert. Die ethisch-inklusive Perspektive sowie Ausrichtung an Menschenrechten und Diversity-Werten erfüllen die Sozial-Bedingung (Diversität, Fairness). Beide Bedingungen TECHNIK und SOZIAL sind erfüllt."
