paper_id,title,author_year,has_human,has_agent,human_AI_Literacies,agent_AI_Literacies,agree_AI_Literacies,human_Generative_KI,agent_Generative_KI,agree_Generative_KI,human_Prompting,agent_Prompting,agree_Prompting,human_KI_Sonstige,agent_KI_Sonstige,agree_KI_Sonstige,human_Soziale_Arbeit,agent_Soziale_Arbeit,agree_Soziale_Arbeit,human_Bias_Ungleichheit,agent_Bias_Ungleichheit,agree_Bias_Ungleichheit,human_Gender,agent_Gender,agree_Gender,human_Diversitaet,agent_Diversitaet,agree_Diversitaet,human_Feministisch,agent_Feministisch,agree_Feministisch,human_Fairness,agent_Fairness,agree_Fairness,human_decision,agent_decision,agree_decision,human_exclusion_reason,agent_exclusion_reason,human_studientyp,agent_studientyp,agent_confidence,agent_reasoning,category_agreements,category_total,category_agreement_rate
ST9UCTJE,Counterfactual fairness in text classification through robustness,Garg (2019),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Empirisch,Experimentell,0.72,"Der Titel deutet auf ein Paper über kontrafaktische Fairness in Textklassifikation hin – ein algorithmisches Fairness-Thema (KI_Sonstige + Fairness + Bias_Ungleichheit). Counterfactual Fairness untersucht typischerweise diskriminierende Effekte demographischer Merkmale in ML-Modellen. Kein Abstract verfügbar, daher moderate Konfidenz. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (Fairness, Bias) sind erfüllt.",9,10,90.00%
SWB86AYC,Generative AI and the Future of Digital Literacy: Opportunities for Gender Inclusion,Hartshorne (2025),Ja,Ja,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Nein,,Exclude,Include,Nein,No full text,,,Empirisch,0.88,"Das Paper behandelt substantiell generative KI (AI_Literacies, Generative_KI) im Bildungskontext mit explizitem Fokus auf Gender-Inklusion und Gender-Bias (Gender, Bias_Ungleichheit, Diversitaet). Qualitative Methodik mit Interviews und Fokusgruppen in Schule. Kein explizit feministischer Theorierahmen erkennbar. TECHNIK_OK und SOZIAL_OK → Include.",0,0,
SY8LNID7,Digital literacy as a new determinant of health: A scoping review,Arias López (2023),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Literaturreview,Literaturreview,0.95,"Das Paper behandelt digitale Gesundheitskompetenz (eHealth Literacy) im medizinischen Kontext, nicht KI-Systeme oder generative KI. Der Fokus liegt auf dem Finden und Nutzen von Gesundheitsinformationen mittels Technologie – ohne Bezug zu KI, algorithmischen Systemen, Bias in KI oder Sozialer Arbeit. Keine der Technik- oder Sozialkategorien ist substantiell erfüllt.",7,10,70.00%
T83KNEQZ,Factoring the Matrix of Domination: A Critical Review and Reimagination of Intersectionality in AI Fairness,Ovalle (2023),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Exclude,Include,Nein,Duplicate,,Literaturreview,Literaturreview,0.95,"Das Paper behandelt substantiell algorithmische Fairness-Systeme (KI_Sonstige) und analysiert kritisch, wie Intersektionalität in KI-Fairness-Forschung konzeptualisiert wird. Es thematisiert Bias und strukturelle Ungleichheit (Bias_Ungleichheit), Diversität (Diversitaet), Fairness-Metriken (Fairness) und verwendet explizit intersektionale Theorie nach Crenshaw (Feministisch). TECHNIK_OK und SOZIAL_OK sind erfüllt.",8,10,80.00%
T8R8RKX9,AI tools show biases in ranking job applicants' names according to perceived race and gender,Wilson (2024),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Include,Include,Ja,,,Experimentell,Empirisch,0.92,"Das Paper untersucht algorithmischen Bias in KI-gestützten Bewerbungsscreening-Systemen (KI_Sonstige). Zentrale Befunde betreffen intersektionale Diskriminierung nach Rasse und Geschlecht (Bias_Ungleichheit, Gender, Diversitaet). Die explizit intersektionale Analyse – im Sinne von Crenshaw – qualifiziert das Paper für Feministisch. Fairness-Metriken (0% Selektionsrate für Black men) werden substantiell thematisiert. TECHNIK_OK und SOZIAL_OK sind beide erfüllt.",5,10,50.00%
T9KEZN3G,Governance of generative AI: A comprehensive framework for navigating challenges and opportunities,Taeihagh (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Konzept,Konzept,0.78,"Das Paper behandelt Governance von generativer KI (TECHNIK_OK) und thematisiert substantiell Bias-Amplifikation, Machtungleichgewichte und Fairness-Herausforderungen (SOZIAL_OK). Es schlägt ein umfassendes Governance-Framework vor und diskutiert soziale Auswirkungen wie Bias und Misinformation. Kein direkter Soziale-Arbeit-Bezug, aber Bias/Fairness klar adressiert.",7,10,70.00%
THGC3PA2,Feministische KI – Künstliche Intelligenz für alle? [Feminist AI – Artificial intelligence for everyone?],Kubes (2024),Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Exclude,Include,Nein,Wrong publication type,,Theoretisch,Konzept,0.95,"Das Paper beschreibt ein Seminar zur feministischen KI-Bildung (AI Literacy) mit explizit feministischer Theorie und intersektionaler Analyse (androzentrisch, eurozentrisch, kapitalistisch-patriarchal). Es behandelt KI-Kompetenzen aus feministischer Perspektive, thematisiert Bias/Ungleichheit und Diversität. Beide Bedingungen (TECHNIK: AI_Literacies, KI_Sonstige; SOZIAL: Feministisch, Gender, Bias_Ungleichheit, Diversitaet) sind erfüllt.",8,10,80.00%
THVKEETD,Artificial Intelligence (AI) literacy for social work,Ahn et al (2025),Ja,Ja,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,Exclude,Include,Nein,Duplicate,,,Konzept,0.97,"Das Paper behandelt AI Literacy explizit im Kontext Sozialer Arbeit. Es thematisiert Kompetenzen für Sozialarbeiter:innen im Umgang mit KI-Systemen (AI_Literacies), direkten Bezug zur sozialarbeiterischen Praxis und Ausbildung (Soziale_Arbeit), kritische Auseinandersetzung mit Bias (Bias_Ungleichheit) und Förderung von Equity/Fairness (Fairness). Beide Bedingungen für Include sind erfüllt.",0,0,
TNLGELEQ,ReflectAI: Design and evaluation of an AI coach to support public servants' self-reflection,Näscher (2025),Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,?,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Empirisch,Empirisch,0.82,"Das Paper behandelt einen LLM-basierten KI-Coach für öffentliche Bedienstete zur Selbstreflexion. Technisch relevant (Generative KI, Prompting, AI Literacy). Jedoch kein ausreichender Bezug zu sozialer Arbeit – öffentliche Verwaltung/Beamte sind keine Zielgruppe der Sozialen Arbeit. Kein Bias, Gender, Diversität, Fairness oder feministischer Fokus. Das Abstract suggeriert eine Nähe zu 'human services', aber direkter Sozialarbeitsbezug fehlt substantiell.",7,10,70.00%
TRAN2GJU,How can feminism inform AI governance in practice?,Ricaurte (2024),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,,Ja,,,Ja,,Exclude,Include,Nein,Wrong publication type,,,Konzept,0.85,"Das Paper behandelt KI-Governance aus feministischer Perspektive (explizit feministische Theorie angewandt), adressiert strukturelle Ungleichheiten, koloniale Vermächtnisse und Machtungleichgewichte (Bias_Ungleichheit, Diversitaet, Fairness) in KI-Systemen (KI_Sonstige). TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (Feministisch, Bias_Ungleichheit, Diversitaet, Fairness) sind erfüllt → Include.",0,0,
TSYJ3Y57,Women4Ethical AI: Global cooperation for gender-inclusive AI,UNESCO (2024),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Ja,,Exclude,Include,Nein,Wrong publication type,,,Konzept,0.72,"UNESCO-Initiative zu genderinklusiver KI-Entwicklung. KI_Sonstige erfüllt durch algorithmische Systeme und KI-Entwicklung allgemein. Soziale Kategorien klar erfüllt: Gender (explizit), Bias_Ungleichheit (strukturelle Benachteiligung), Diversität (Inklusion marginalisierter Gruppen), Fairness (Menschenrechtsprinzipien). Feministisch verneint mangels expliziter Theoriebezüge. Confidence leicht reduziert da Abstract sehr kurz.",0,0,
U3AJIXAJ,Recommendations for social work researchers and journal editors on the use of generative AI and large language models,Victor (2023),Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Konzept,Konzept,0.95,"Das Paper behandelt substantiell generative KI (LLMs) im Kontext der Sozialarbeit (Forschung und Redaktion), entwickelt ein Framework und gibt Empfehlungen. Prompting wird explizit als Transparenzanforderung erwähnt (Offenlegung von Prompts). AI Literacies wird durch Bildungsempfehlungen zu KI-Konstruktion und -Grenzen abgedeckt. Klarer Bezug zu Sozialer Arbeit als Disziplin.",6,10,60.00%
U75LP6SV,The Algorithmic Auditing Landscape: A Social Justice Approach,Raji (2024),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,Exclude,Include,Nein,Other,,,Theoretisch,0.88,"Das Paper behandelt algorithmisches Auditing (KI_Sonstige) aus sozialer Gerechtigkeitsperspektive. Es kritisiert rein technische Metriken und betont reale Schäden für marginalisierte Gruppen (Bias_Ungleichheit, Diversitaet) sowie Fairness-Aspekte im Sinne von soziotechnischen Systemanalysen. TECHNIK_OK und SOZIAL_OK sind erfüllt → Include.",0,0,
U9ACKGB4,A formal account of AI trustworthiness: Connecting intrinsic and perceived trustworthiness in an operational schematization,Bisconti (2024),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Experimentell,Theoretisch,0.88,"Das Paper entwickelt eine formale Konzeptualisierung von KI-Vertrauenswürdigkeit (Trustworthiness) mit mathematischer Formalisierung. Es ist zwar technisch relevant (KI-Systeme), adressiert aber keine soziale Kategorie substantiell – kein Bias, kein Gender, keine Diversität, keine Soziale Arbeit, keine Fairness im algorithmischen Sinne. Allgemeine KI-Ethik/Trustworthiness ohne spezifischen sozialen Fokus erfüllt die SOZIAL-Bedingung nicht.",9,10,90.00%
UB9NK8KI,Scaling implicit bias analysis across transformer-based language models through embedding association test and prompt engineering,Zayed (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Include,Include,Ja,,,Experimentell,Empirisch,0.72,"Das Paper analysiert implizite Bias in Transformer-basierten Sprachmodellen mittels Embedding Association Tests und Prompt Engineering. Technik-Kriterien sind erfüllt (Generative KI/LLMs, Prompt Engineering als Methode, klassisches ML). Sozial-Kriterium erfüllt durch Bias-Analyse (Bias_Ungleichheit). Kein Abstract verfügbar, daher leichte Unsicherheit bei Details.",6,10,60.00%
UBYTNGNV,"The AI Act, gender equality and non-discrimination: what role for the AI Office?",Giannoni Adielsson (2024),Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Theoretisch,Theoretisch,0.88,"Das Paper analysiert den EU AI Act aus der Perspektive von Geschlechtergerechtigkeit und Nichtdiskriminierung. KI_Sonstige ist erfüllt (algorithmische Systeme, Bias-Audits, regulatorische Rahmenbedingungen). Gender ist klar erfüllt (Geschlechtergerechtigkeit als zentrales Thema). Bias_Ungleichheit und Fairness sind substantiell behandelt (Geschlechterverzerrungen, Antidiskriminierungsrecht). Feministisch wird nicht vergeben, da keine explizite feministische Theorie referenziert wird.",7,10,70.00%
UDZLIJWX,MirrorStories: Reflecting Diversity through Personalized Narrative Generation with Large Language Models,Yunusov (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Include,Include,Ja,,,Experimentell,Empirisch,0.92,"Das Paper verwendet LLMs zur Generierung personalisierter Geschichten und thematisiert Diversity-Sensitive Prompting substantiell. Bias-Persistenz bei bestimmten Identitäten (Gender, Ethnizität) wird empirisch untersucht. Technisch: Generative KI + Prompting erfüllt; Sozial: Bias/Ungleichheit + Gender + Diversität erfüllt. Decision: Include.",9,10,90.00%
UENFDPH9,Considering a unified model of artificial intelligence enhanced social work: A systematic review,Garkisch (2024),Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Literaturreview,Literaturreview,0.97,"Das Paper ist ein systematisches Review zur KI in der Sozialen Arbeit (67 Artikel), mit direktem Bezug zu sozialarbeiterischer Praxis und Ausbildung (Staub-Bernasconi's triple mandate). Es behandelt substantiell AI Literacy, Data Literacy und Computational Thinking als Kompetenzanforderungen für Sozialarbeitende sowie KI-Systeme im Sozialbereich. Beide Bedingungen (Technik und Sozial) sind klar erfüllt.",8,10,80.00%
UFE85SCV,AI literacy in K-12: a systematic literature review,Casal-Otero (2023),Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Include,Exclude,Nein,,Not_relevant_topic,Literaturreview,Literaturreview,0.85,"Das Paper behandelt AI Literacy im K-12-Bereich (Schulbildung) substantiell. Die TECHNIK-Bedingung ist erfüllt (AI_Literacies=Ja). Jedoch erfüllt das Paper keine SOZIAL-Kategorie: Kein Bezug zu Sozialer Arbeit, kein Fokus auf Bias/Ungleichheit, Gender, Diversität, Feminismus oder Fairness. Das Paper ist bildungswissenschaftlich ausgerichtet, adressiert aber keine der relevanten sozialen Kategorien substantiell.",7,10,70.00%
UFJ7ERFF,Data Feminism for AI,D'Ignazio (2024),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Theoretisch,Theoretisch,0.97,"D'Ignazio & Klein präsentieren ein explizit feministisches Framework für KI-Ethik (TECHNIK_OK: KI_Sonstige durch algorithmische Systeme und AI-Forschungskritik). SOZIAL_OK: Stark vertreten durch Bias_Ungleichheit (strukturelle Diskriminierung), Gender (gendered capitalism), Diversitaet, Feministisch (explizite feministische Theorie von D'Ignazio & Klein, bekannte Data-Feminism-Autorinnen) und Fairness (Kritik an algorithmischer Unvoreingenommenheit). Beide Bedingungen klar erfüllt.",9,10,90.00%
UHEM78MX,What is AI Literacy? Competencies and Design Considerations,Long (2020),Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Konzept,Konzept,0.65,"Das Paper behandelt AI Literacy als Kompetenzrahmen (AI_Literacies = Ja). Ohne Abstract unklar, ob soziale Dimensionen wie Diversität substantiell adressiert werden. Der Titel deutet auf ein allgemeines Kompetenz-Framework hin ohne direkten Bezug zu sozialen Ungleichheiten, Sozialer Arbeit oder Bias. Da kein SOZIAL-Kriterium klar erfüllt ist, ergibt sich Exclude – obwohl das Paper grundlegend relevant für AI Literacy ist.",8,10,80.00%
UIIDCXLB,Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Kamruzzaman (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Duplicate,,Experimentell,Experimentell,0.95,"Das Paper evaluiert 12 Prompt-Engineering-Strategien zur Reduktion sozialer Biases in LLMs (Generative_KI: Ja, Prompting: Ja). Es behandelt substantiell die Reduktion von Stereotypen und algorithmischem Bias (Bias_Ungleichheit: Ja) sowie Fairness-Aspekte durch Bias-Mitigation-Ansätze (Fairness: Ja). TECHNIK_OK und SOZIAL_OK sind erfüllt → Include.",9,10,90.00%
UJ7DXK8Y,NLPositionality: Characterizing design biases of datasets and models,Santy (2023),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Konzept,Konzept,0.85,"Das Paper entwickelt ein Framework zur Sichtbarmachung von Design-Bias in KI-Modellen und Datensätzen (KI_Sonstige). Es thematisiert substantiell algorithmischen Bias und Unterrepräsentation demografischer Gruppen (Bias_Ungleichheit, Diversitaet) sowie algorithmische Fairness. Positionality als Konzept adressiert, wie soziale Perspektiven in KI-Artefakte einfließen. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt.",9,10,90.00%
UKKQKL7I,Fragile Foundations: Hidden Risks of Generative AI,Washington (2025),Nein,Ja,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Include,,,,,Konzept,0.78,"Das Paper behandelt generative KI (Foundation Models, ChatGPT etc.) mit kritischem Fokus auf systemische Risiken, opake Prozesse und Gefahren für vulnerable Gruppen. AI_Literacies ist relevant, da es auf kritische Reflexion von KI-Systemen abzielt. Bias_Ungleichheit und Fairness sind durch die Thematisierung von Gefahren für vulnerable Gruppen und gemeinnützige/mission-driven Organisationen gegeben. Soziale_Arbeit wird nicht direkt adressiert, aber Technik- und Sozialbedingungen sind erfüllt.",0,0,
UY65LIAI,Gender Bias in Artificial Intelligence: Empowering Women Through Digital Literacy,Quaid-i-Azam University (2025),Ja,Nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exclude,,,Duplicate,,,,,,0,0,
V4GTLMED,Tech workers' perspectives on ethical issues in AI development: Foregrounding feminist approaches,Browne (2024),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Empirisch,Empirisch,0.88,"Das Paper untersucht empirisch ethische KI-Entwicklung aus feministischer Perspektive (explizit feminist approaches, design justice nach marginalisierten Stimmen). KI_Sonstige ist erfüllt (algorithmische Systeme/KI-Entwicklung), Feministisch ist klar Ja (explizite feminist lens, design justice framework), Bias_Ungleichheit behandelt Konfusion um 'bias'-Begriff substantiell, Diversitaet durch Kritik an Diversity-Narrativen und Zentrierung marginalisierter Stimmen. Fairness durch AI ethics und design justice Ansatz.",8,10,80.00%
VEJBIZRR,Exploring complex mental health symptoms via classifying social media data with explainable LLMs,Chen (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Empirisch,Empirisch,0.55,"Das Paper nutzt LLMs zur Klassifikation von Social-Media-Daten für psychische Gesundheitssymptome. Zwar ist dies ein KI-Anwendungsfall mit sozialem Kontext, aber es fehlt ein direkter Bezug zu sozialer Ungleichheit, Bias, Gender, Diversität, Fairness oder Sozialer Arbeit. Ohne Abstract ist die Einschätzung unsicher, aber die Kerninhalte scheinen rein technisch-klinisch ausgerichtet. Die SOZIAL-Bedingung ist nicht erfüllt.",9,10,90.00%
VFD9ENG6,"A Survey on Intersectional Fairness in Machine Learning: Notions, Mitigation, and Challenges",Gohar (2023),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Literaturreview,Literaturreview,0.95,"Das Paper behandelt substantiell algorithmischen Bias und Fairness in ML-Systemen (KI_Sonstige, Bias_Ungleichheit, Fairness). Es ist explizit in Crenshaws Intersektionalitäts-Framework verankert (Feministisch = Ja). Diversität wird durch die Analyse multipler sensitiver Attribute und intersektionaler Identitäten substantiell behandelt. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (Bias, Fairness, Feministisch, Diversität) sind erfüllt → Include.",9,10,90.00%
VICS443I,AI Creates the Message: Integrating AI Language Learning Models into Social Work Education and Practice,Singer (2023),Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Include,Nein,Wrong publication type,,Theoretisch,Konzept,0.95,"Das Paper behandelt substantiell die Integration von LLMs (Generative KI) in die Soziale Arbeit (Ausbildung und Praxis) und thematisiert KI-Kompetenzen (AI Literacy). Bias, faktische Fehler und Vertraulichkeitsrisiken werden als zentrale Warnungen adressiert (Bias_Ungleichheit). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt → Include.",7,10,70.00%
VP6SXQHY,The AI literacy development canvas: Assessing and building AI literacy in organizations,Benlian (2025),Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Include,Exclude,Nein,,Not_relevant_topic,Experimentell,Konzept,0.65,"Das Paper entwickelt ein Canvas-Framework zur Bewertung und Entwicklung von KI-Kompetenz in Organisationen (AI_Literacies = Ja). Es fehlt jedoch ein sozialer Bezug (keine Soziale Arbeit, kein Bias/Ungleichheit, kein Gender, keine Diversität). Da SOZIAL_OK nicht erfüllt ist, ist Exclude die logisch konsistente Entscheidung. Kein Abstract verfügbar, daher moderate Konfidenz.",5,10,50.00%
VSZM7CT6,"Problematising artificial intelligence in social work education: Challenges, issues and possibilities",Hodgson et al. (2022),Nein,Ja,,Ja,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Include,,,,,Theoretisch,0.95,"Das Paper behandelt substantiell KI-Kompetenzen (AI Literacy) im Kontext der Sozialen Arbeit, kritische digitale Literacies und die Ausbildungsfragen in der Sozialen Arbeit. Es thematisiert ungleiche Machtverteilungen durch technologischen Wandel (Bias_Ungleichheit). Beide Bedingungen (TECHNIK: AI_Literacies + KI_Sonstige; SOZIAL: Soziale_Arbeit + Bias_Ungleichheit) sind erfüllt.",0,0,
VVEEL68I,Training in Co-Creation as a Methodological Approach to Improve AI Fairness,Slesinger (2024),Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Empirisch,Empirisch,0.88,Das Paper behandelt substantiell KI-Kompetenzvermittlung (AI_Literacies) für nicht-technische Stakeholder aus marginalisierten Gruppen im Kontext von Bias-Erkennung und -Mitigation (KI_Sonstige). Fairness und Bias_Ungleichheit sind zentrale Themen. Diversität ist explizit durch den Fokus auf vulnerable/marginalisierte Gruppen im co-creation Prozess adressiert. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.,8,10,80.00%
W8DFWR9L,Mitigating age-related bias in large language models: Strategies for responsible artificial intelligence development,Shin (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Experimentell,Unclear,0.7,"Der Titel adressiert klar altersbezogene Bias in Large Language Models (Generative_KI) und Strategien zur Mitigation – dies betrifft Bias_Ungleichheit, Fairness und Diversität. TECHNIK_OK durch Generative_KI, SOZIAL_OK durch Bias_Ungleichheit, Diversitaet und Fairness. Kein Abstract vorhanden, daher moderate Konfidenz. Kein direkter Soziale_Arbeit-Bezug erkennbar.",9,10,90.00%
WAYCKUZ8,Large Language Models and User Trust: Consequence of Self-Referential Learning Loop and the Deskilling of Health Care Professionals,Choudhury (2024),Ja,Ja,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,Exclude,Include,Nein,Duplicate,,,Theoretisch,0.78,"Das Paper behandelt LLMs (Generative_KI) im Gesundheitsbereich und diskutiert kritische Kompetenzen wie das Erkennen von Automation Bias (AI_Literacies). Bias-Aspekte (Automation Bias, Confirmation Bias) werden substantiell thematisiert (Bias_Ungleichheit). TECHNIK_OK durch Generative_KI und AI_Literacies, SOZIAL_OK durch Bias_Ungleichheit. Kein direkter Soziale_Arbeit-Bezug, aber Bias-Diskussion reicht für Include.",0,0,
WGVC7FQ5,Artificial intelligence and mass personalization of communication content—An ethical and literacy perspective,Hermann (2022),Ja,Nein,Ja,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Ja,,,Include,,,,,Literaturreview,,,,0,0,
