ID,Zotero_Key,Author_Year,Title,AI_Literacies,Generative_KI,Prompting,KI_Sonstige,Soziale_Arbeit,Bias_Ungleichheit,Gender,Diversitaet,Feministisch,Fairness,Decision,Exclusion_Reason,Studientyp,LLM_Confidence,LLM_Reasoning,Input_Source
241,TRAN2GJU,Ricaurte (2024),How can feminism inform AI governance in practice?,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Konzept,0.92,"Das Paper behandelt substantiell algorithmische Systeme als soziotechnische Assemblierungen (KI_Sonstige) und verbindet dies explizit mit feministischer Theorie, Intersektionalität, Gender, Diversität, strukturellen Ungleichheiten und Fairness. UNESCO-Publikation zur feministischen KI-Governance mit drei Fallstudien. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt.",KD
242,Q4LK53XW,Kong (2022),"Are ""Intersectionally Fair"" AI Algorithms Really Fair to Women of Color? A Philosophical Analysis",Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.82,"Philosophische Analyse algorithmischer Fairness-Systeme (KI_Sonstige). Explizit feministisch durch Bezug auf Intersektionalität (Crenshaw-Framework), Kritik an Unterdrückungsstrukturen (Rassismus, Sexismus). Fokus auf Gender-Bias bei Women of Color, Bias/Ungleichheit in KI-Metriken, Diversität und Fairness. TECHNIK_OK + SOZIAL_OK = Include. Diskrepanz zwischen Abstract und Detailanalyse beachtet - Bewertung basiert auf Titel/Abstract.",KD
243,XIYX5HJS,Ricaurte Quijano & Prud’homme (2024),Towards substantive equality in artificial intelligence: Transformative AI policy for gender equality and diversity,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Konzept,0.95,"Das Paper behandelt substantiell algorithmische Diskriminierung, KI-Governance und -Lebenszyklen (KI_Sonstige), AI Literacy-Kapazitätsentwicklung (AI_Literacies), expliziten Gender-Bias (Gender), intersektionale Diversität (Diversitaet), strukturelle Ungleichheit (Bias_Ungleichheit), Fairness als substantielle Gleichstellung, sowie explizit feministische Theorie mit Bezug auf Benjamin, Eubanks, Noble und dem Feminist AI Research Network (Feministisch). Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt.",KD
244,3QUWCYVW,Kattnig et al. (2024),Assessing trustworthy AI: Technical and legal perspectives of fairness in AI,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.88,"Das Paper behandelt substantiell algorithmische Entscheidungssysteme und Bias-Mitigation (KI_Sonstige), algorithmischen Bias gegenüber benachteiligten Gruppen (Bias_Ungleichheit), Repräsentation verschiedener Gruppen (Diversitaet) sowie Fairness-Metriken und -Konzepte im technisch-rechtlichen Kontext (Fairness). TECHNIK_OK und SOZIAL_OK sind erfüllt. Kein direkter Soziale_Arbeit-Bezug, kein feministischer Theorierahmen, kein expliziter Gender-Fokus.",KD
245,5F7D9PEB,Alvarez et al. (2024),Policy advice and best practices on bias and fairness in AI,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.9,"Das Paper behandelt substantiell algorithmische Fairness und Bias-Mitigation in KI-Systemen (KI_Sonstige), mit starkem Fokus auf Diskriminierung gegen geschützte Gruppen (Bias_Ungleichheit), Fairness-Metriken und -Frameworks (Fairness) sowie Repräsentation marginalisierter Gruppen (Diversitaet). Feministisch wird nicht vergeben, da die feministische Literatur nur am Rande zitiert wird ohne explizite feministische Theorie zu verwenden. Soziale_Arbeit: Bezug zu Beschäftigungsservices zu peripher.",KD
246,2SLISKSW,McCrory (2024),Avoiding catastrophe through intersectionality in global AI governance,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.95,"Das Paper analysiert algorithmische KI-Governance-Systeme (KI_Sonstige) mit explizitem Rückgriff auf feministische Theorie (Crenshaw, D'Ignazio, Collins, McPhail – Feministisch=Ja). Es thematisiert substantiell Bias/Ungleichheit, Gender, Diversität und Fairness in KI-Systemen. Soziale_Arbeit wird zwar über Frameworks aus der Sozialarbeit berührt, aber der Fokus liegt auf globaler AI-Governance-Politik, nicht auf sozialarbeiterischer Praxis im engeren Sinne. TECHNIK_OK und SOZIAL_OK sind erfüllt → Include.",KD
247,8U23BX2J,Ulnicane (2024),Intersectionality in artificial intelligence: Framing concerns and recommendations for action,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.95,"Das Paper analysiert algorithmische Bias und Diskriminierung im KI-Kontext (KI_Sonstige). Es behandelt substantiell Intersektionalität nach Crenshaw (feministisch), Gender-Bias in der AI-Workforce, Diversität in der KI-Entwicklung, algorithmische Fairness sowie strukturelle Ungleichheit. Die Analyse von vier Berichten zu AI und Diskriminierung erfüllt klar sowohl Technik- als auch Sozial-Kriterien.",Abstract
248,7L93JBLR,Karagianni (2025),Gender in a stereo-(gender)typical EU AI law: A feminist reading of the AI Act,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.98,"Das Paper erfüllt alle Einschlusskriterien klar. Technisch: Behandelt algorithmische Diskriminierung, predictive algorithms, high-risk KI-Systeme und generative KI (Deepfakes). Sozial: Explizit feministische Theorie (Crenshaw, MacKinnon, Fricker, Haraway), Gender-Bias, intersektionale Ungleichheit, Fairness-Metriken, Bias-Audits und Bezug zu sozialen Diensten als Hochrisikokontext. Theoretische Analyse der EU AI Act aus feministisch-rechtlicher Perspektive.",KD
249,NUVZI357,Mosene (2023),Feministische Netzpolitik und Künstliche Intelligenz in der politischen Bildung [Feminist network politics and artificial intelligence in political education],Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt substantiell KI-Kompetenzentwicklung in der politischen Bildung (AI_Literacies) und algorithmische Systeme mit Bias-Problematik (KI_Sonstige). Es verwendet explizit feministische Theorie (Haraway, intersektionale Perspektiven nach Crenshaw-Tradition), thematisiert Gender-Bias in Sprachassistenten und Gesichtserkennung, rassistischen Bias in Trainingsdaten sowie digitale Ungleichheit/Kolonialismus. Alle Kriterien für TECHNIK und SOZIAL sind mehrfach erfüllt.",KD
250,2565PPJW,Guerra et al. (2023),Feminist reflections for the development of artificial intelligence,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Empirisch,0.97,"Das Paper erfüllt beide Bedingungen klar. Technisch: Behandelt algorithmische Systeme, ML, Bias-Audits und KI-Entwicklungspraktiken (KI_Sonstige) sowie kritische Reflexionskompetenz (AI_Literacies). Sozial: Explizite feministische Theorie (Haraway, D'Ignazio, Crenshaw/Intersektionalität, Design Justice), Gender-Bias, Diversität marginalisierter Gruppen und algorithmische Fairness werden substantiell behandelt. Keine generative KI oder Prompting.",KD
251,DA6T4Z5B,Sinders (2017),Feminist Data Set,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Konzept,0.88,"Kunst-Forschungsprojekt, das explizit feministische und intersektionale Theorie (Crenshaw, Haraway) auf KI-Entwicklung (ML, Algorithmen, Datenerfassung) anwendet. Substantielle Behandlung von algorithmischem Bias, Gender, Diversität, Fairness und KI-Kompetenzvermittlung durch Workshops. TECHNIK_OK (AI_Literacies, KI_Sonstige) und SOZIAL_OK (Bias, Gender, Diversität, Feministisch, Fairness) sind klar erfüllt. Soziale Arbeit im engeren Sinne nicht direkt adressiert.",KD
252,UFJ7ERFF,D'Ignazio & Klein (2024),Data Feminism for AI,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.97,"D'Ignazio & Klein entwickeln explizit ein feministisches Framework für KI-Ethik (Data Feminism). Das Paper behandelt KI-Systeme (KI_Sonstige), thematisiert algorithmischen Bias und strukturelle Diskriminierung (Bias_Ungleichheit), fokussiert auf Gender und 'racial, gendered capitalism' (Gender, Diversitaet), verwendet explizit feministische Theorie und Perspektiven (Feministisch) und kritisiert technische Fairness-Ansätze (Fairness). TECHNIK_OK und SOZIAL_OK sind erfüllt.",Abstract
253,BJZYGNEE,Toupin (2024),Shaping feminist artificial intelligence,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Include,,Theoretisch,0.82,"Das Paper entwickelt eine Typologie der Schnittpunkte von Feminismus und KI (sechs Kategorien: Modell, Design, Policy, Kultur, Diskurs, Wissenschaft). Es verwendet explizit feministische Theorie und Perspektiven (Feministisch=Ja), behandelt Gender-Aspekte in KI-Systemen substantiell (Gender=Ja), und adressiert Diversität/Inklusion in der KI-Entwicklung (Diversitaet=Ja). KI_Sonstige=Ja da algorithmische Systeme thematisiert werden. TECHNIK_OK + SOZIAL_OK → Include.",Abstract
254,N7J2ZRFP,Srivastava (2024),Algorithmic Governance and the International Politics of Big Tech,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.82,"Das Paper behandelt algorithmische Governance durch ML-Systeme (KI_Sonstige: Klassifikationsalgorithmen, Risikobewertung, Content Moderation). Es thematisiert algorithmische Diskriminierung (z.B. Facebook-Behandlung schwarzer Aktivisten), strukturelle Ungleichheiten durch Algorithmen (Bias_Ungleichheit), marginalisierte Gemeinschaften wie Rohingya (Diversitaet) sowie Fairness-Mechanismen und Transparenzpflichten algorithmischer Systeme. Kein direkter Soziale-Arbeit-Bezug, kein Generative-KI-Fokus.",KD
255,HJ7BHX8J,Browne et al. (2024),Engineers on responsibility: feminist approaches to who's responsible for ethical AI,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Empirisch,0.95,"Das Paper behandelt substantiell algorithmische KI-Systeme (ML-basierte Tools, algorithmische Diskriminierung) und verwendet explizit feministische Theorie (Haraway, Butler, Young, D'Ignazio). Es analysiert Gender-Bias (Amazon Hiring Tool), strukturelle Ungleichheit, Diversität marginalisierter Gruppen und algorithmische Fairness. TECHNIK_OK durch KI_Sonstige, SOZIAL_OK durch mehrere Kategorien erfüllt.",KD
256,VFD9ENG6,Gohar & Cheng (2023),"A Survey on Intersectional Fairness in Machine Learning: Notions, Mitigation, and Challenges",Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Literaturreview,0.97,"Paper behandelt algorithmische Entscheidungssysteme (KI_Sonstige) mit explizitem Fokus auf intersektionale Fairness-Notionen und Bias-Mitigation. Gender-Bias wird substantiell behandelt (Black women, NLP-Modelle). Intersektionalität basiert explizit auf Crenshaws feministischer Theorie (Feministisch=Ja). Diversität marginalisierter Gruppen an Identitätsschnittmengen ist Kernthema. Fairness-Taxonomie und Mitigationsstrategien sind zentral. TECHNIK_OK und SOZIAL_OK → Include.",KD
257,THGC3PA2,Kubes (2024),Feministische KI – Künstliche Intelligenz für alle? [Feminist AI – Artificial intelligence for everyone?],Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Konzept,0.97,"Das Paper beschreibt ein feministisches KI-Literacy-Seminar mit explizit feministischer Theorie, intersektionaler Analyse und Bezug zu generativer KI (ChatGPT) sowie algorithmischen Systemen (Dating-Apps, Gesichtserkennung). Es behandelt substantiell Bias, Gender, Diversität, Fairness und feministische Perspektiven. TECHNIK_OK (AI_Literacies, Generative_KI, KI_Sonstige) und SOZIAL_OK (Bias, Gender, Diversität, Feministisch, Fairness) sind klar erfüllt.",KD
258,MT54YHER,Zhao et al. (2025),Thinking like a scientist: Can interactive simulations foster critical AI literacy?,Ja,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.92,"Das Paper behandelt substantiell AI Literacy durch interaktive Simulationen (AI_Literacies), bezieht LLMs als eines der vier Lernthemen ein (Generative_KI), und adressiert algorithmische Systeme wie Einstellungsalgorithmen (KI_Sonstige). Zentrale soziale Kategorien: Bias in historischen Daten/Algorithmen (Bias_Ungleichheit), explizites Fairness-Explorable mit Messungen (Fairness), sowie Diversity & Representativeness als Lernthema (Diversitaet). TECHNIK_OK und SOZIAL_OK → Include.",KD
259,T8R8RKX9,Wilson & Caliskan (2024),AI tools show biases in ranking job applicants' names according to perceived race and gender,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.97,"Das Paper untersucht Bias in Massive Text Embedding Models (LLM-Variante) bei automatisiertem Lebenslauf-Screening. TECHNIK: Generative_KI (MTEs als LLM-Unterart) und KI_Sonstige (algorithmische Entscheidungssysteme). SOZIAL: Bias_Ungleichheit (rassischer/geschlechtlicher Bias), Gender (explizite Geschlechtsanalyse), Diversitaet (intersektionale Gruppenanalyse), Fairness (Chi-Quadrat-Fairness-Metriken). Beide Bedingungen klar erfüllt.",KD
260,X54V3JMF,Ulnicane (2024),Intersectionality in Artificial Intelligence: Framing Concerns and Recommendations for Action,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.95,"Das Paper wendet explizit Crenshaws Intersektionalitätstheorie auf KI-Systeme an (voice assistants, hiring tools = KI_Sonstige). Es thematisiert algorithmischen Bias, Diskriminierung, Diversität und Fairness im KI-Kontext substantiell. Die Verwendung von Crenshaws feministischer Theorie erfüllt das strenge Kriterium für 'Feministisch'. Alle TECHNIK- und SOZIAL-Bedingungen sind erfüllt.",Abstract
261,EN6GNKL3,Dilek et al. (2025),AI literacy in teacher education: Empowering educators through critical co-discovery,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.95,"Das Paper behandelt substantiell AI Literacy in der Lehrerausbildung (AI_Literacies), bezieht sich auf generative KI-Systeme wie Bildgeneratoren (Generative_KI), thematisiert algorithmischen Bias (KI_Sonstige), und behandelt Gender-Bias in AI-generierten Bildern (männliche CEOs), kulturelle Diversität sowie Fairness und Gleichstellung explizit. Feministische Theorie wird nicht explizit verwendet. Kein direkter Soziale-Arbeit-Bezug. Beide Bedingungen (Technik + Sozial) sind erfüllt.",KD
262,QUU8QDPQ,Benjamin (2023),Keynote Summary: The New Jim Code: Reimagining the Default Settings of Technology & Society,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.88,"Ruha Benjamins 'New Jim Code' thematisiert substantiell, wie KI-Systeme rassistische Diskriminierung reproduzieren und verstärken. KI_Sonstige: Ja (algorithmische Systeme mit sozialer Wirkung). Bias_Ungleichheit: Ja (Kern des Papers ist struktureller Racial Bias in Tech-Systemen). Fairness: Ja (algorithmische Fairness als kritische Perspektive). TECHNIK_OK und SOZIAL_OK erfüllt → Include.",Abstract
263,PQC9G5EU,Wajcman & Young (2023),Feminism Confronts AI: The Gender Relations of Digitalisation,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.97,"Das Paper behandelt substantiell algorithmische Systeme (ML, automatisierte Entscheidungssysteme) und analysiert diese aus einer explizit intersektionalen technofeministischen Perspektive unter Bezug auf Haraway, Harding, D'Ignazio, Crenshaw. Es thematisiert strukturellen Gender-Bias, Unterrepräsentation marginalisierter Gruppen und algorithmische Fairness. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (mehrere Kategorien) sind klar erfüllt.",KD
264,U75LP6SV,Raji & Buolamwini (2024),The Algorithmic Auditing Landscape: A Social Justice Approach,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.85,"Das Paper befasst sich mit algorithmischen Audit-Methoden (KI_Sonstige) aus einer Social-Justice-Perspektive. Es thematisiert substantiell Diskriminierung und Bias (Bias_Ungleichheit), die Repräsentation marginalisierter Communities (Diversitaet) sowie Fairness-Metriken und deren Grenzen (Fairness). Raji & Buolamwini sind bekannte Akteure im Bereich algorithmischer Diskriminierungsforschung. TECHNIK_OK und SOZIAL_OK sind erfüllt.",Abstract
265,JZ4P8V8S,Thwaites et al. (2024),Operationalizing positive-constructive pedagogy to artificial intelligence: the 3E model for scaffolding AI technology adoption,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Include,,Konzept,0.88,"Das Paper entwickelt das 3E-Modell als pädagogisches Framework für kritische AI-Literacies (AI_Literacies = Ja), mit explizitem Fokus auf generative KI/LLMs wie ChatGPT (Generative_KI = Ja) und kritischem Prompting als substantiellem Element (Prompting = Ja). Bias in KI-Systemen wird konkret thematisiert, z.B. Bildgenerierung zur Sichtbarmachung von Biases (Bias_Ungleichheit = Ja). Gender-Bias in Medienberichterstattung über KI wird explizit adressiert (Gender = Ja). Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt.",KD
266,SJLJ2GHC,Ulnicane (2024),Intersectionality in Artificial Intelligence: Framing Concerns and Recommendations for Action,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.92,"Das Paper analysiert KI-Governance-Dokumente (KI_Sonstige) durch eine intersektionale Linse (Crenshaw-Tradition, explizit feministische Perspektive). Es behandelt substantiell Bias/Ungleichheit, Gender, Diversität und Fairness in KI-Politik. Die intersektionale Analyse von Machtstrukturen im KI-Kontext erfüllt klar das feministische Kriterium. TECHNIK_OK und SOZIAL_OK sind beide erfüllt.",Abstract
267,3XMBE43Z,Voutyrakou & Skordoulis (2025),Algorithmic Governance: Gender Bias in AI-Generated Policymaking?,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Experimentell,0.98,"Das Paper erfüllt beide Bedingungen klar. Technisch: Experimentelle Untersuchung von GPT-4 und Microsoft Copilot mit expliziter Prompt-Variation (Prompting substantiell behandelt), generative KI im Fokus, Diskussion von AI Literacy. Sozial: Expliziter Gender-Bias-Fokus, intersektionale Perspektive, feministische Theorien (Tronto, Young, Grosz), Fairness-Kritik, Diversitäts-/Inklusionsdimension. Das Paper ist ein klarer Include-Fall ohne Unsicherheiten.",KD
268,SHDNTZJZ,Toupin (2024),Shaping feminist artificial intelligence,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Include,,Theoretisch,0.92,"Das Paper behandelt feminist AI als konzeptionelles Rahmenwerk mit explizit feministischer Theorie und Perspektive. KI-Systeme (KI_Sonstige) werden auf versteckte Machtstrukturen und Biases untersucht (Bias_Ungleichheit), mit klarem Gender-Fokus (Gender) und explizit feministischer Methodik (Feministisch). TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (Bias_Ungleichheit, Gender, Feministisch) sind erfüllt.",Abstract
269,9YCFMPVT,Ulnicane (2024),Intersectionality in Artificial Intelligence: Framing Concerns and Recommendations for Action,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Include,,Theoretisch,0.85,"Das Paper analysiert Intersektionalität in KI-Systemen, thematisiert algorithmischen Bias durch homogene Belegschaften und verwendet einen intersektionalen Analyserahmen (explizit feministisch-kritisch). Es behandelt substantiell Bias/Ungleichheit und Diversität im KI-Kontext sowie Machtstrukturen – klassische Themen feministischer Technikforschung. TECHNIK_OK durch KI_Sonstige, SOZIAL_OK durch Bias_Ungleichheit, Diversitaet und Feministisch.",Abstract
270,C485NKYA,Attard-Frost et al. (2025),AI Countergovernance: Lessons Learned from Canada and Paris,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.85,"Das Paper behandelt algorithmische Entscheidungssysteme (KI_Sonstige) und kritische AI-Literacies (AI_Literacies) in einem Policy-Kontext. Es adressiert substantiell strukturelle Ungleichheiten (Bias_Ungleichheit), Gender/Racial Discrimination, Diversität marginalisierter Gruppen sowie algorithmische Fairness. Die Soziale Arbeit wird nicht direkt adressiert, aber Technik- und Sozial-Kriterien sind beide erfüllt, daher Include.",KD
271,XZ6Z8A9C,Knowles et al. (2023),Trustworthy AI and the Logics of Intersectional Resistance,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Include,,Theoretisch,0.97,"Das Paper analysiert algorithmische Entscheidungssysteme (KI_Sonstige) im Kontext von Sozialhilfe und Jugendhilfe (Soziale_Arbeit), thematisiert strukturelle Ungleichheit und digitale Unterklasse (Bias_Ungleichheit), verwendet explizit intersektionale Theorie nach Crenshaw sowie D'Ignazio & Klein Data Feminism (Feministisch), adressiert Fairness-Konzepte in Trustworthy AI, und behandelt marginalisierte Gruppen als Kernthema (Diversitaet). Alle Bedingungen für Include eindeutig erfüllt.",KD
272,GJF776AY,Shukla (2025),Investigating AI systems: examining data and algorithmic bias through hermeneutic reverse engineering,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt algorithmische Systeme und deren Bias (KI_Sonstige). Es analysiert systematisch Diskriminierung entlang Race, Gender, Ability u.a. (Bias_Ungleichheit, Gender, Diversitaet). Es verwendet explizit feministische Theorie – insbesondere das Combahee River Collective und intersektionale Perspektiven (Feministisch). Algorithmische Fairness und Auditing werden substantiell diskutiert (Fairness). TECHNIK_OK und SOZIAL_OK sind erfüllt → Include.",KD
273,PC75954S,Ghosal (2024),An empirical study of structural social and ethical challenges in AI,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Empirisch,0.78,Das Paper untersucht algorithmische/KI-Systeme (KI_Sonstige) und thematisiert substantiell strukturelle Ungerechtigkeiten und Ungleichheiten im KI-Bereich (Bias_Ungleichheit). Professionals in AI-Entwicklung werden zu ethischen Herausforderungen wie Injustice und Inequality befragt. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.,Abstract
274,ZAU6P4BK,Toupin (2024),Shaping feminist artificial intelligence,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.9,"Das Paper behandelt feministische KI-Ansätze als Hauptthema (TECHNIK: KI_Sonstige) und adressiert substantiell Machtrelationen, soziale Gerechtigkeit, Gender-Perspektiven und Bias in der KI-Entwicklung (SOZIAL). Feministische Theorie wird explizit als zentrales Analyserahmen verwendet. Typologisierung von sechs feministischen KI-Ansätzen zeigt klaren Bezug zu Bias, Diversität, Fairness und feministischer Wissenschaft.",Abstract
275,Y8J3HI9J,Lin & Chen (2022),Artificial Intelligence in a Structurally Unjust Society,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.92,"Das Paper behandelt algorithmische Entscheidungssysteme (COMPAS, Recruiting-Algorithmen) im Kontext struktureller Ungerechtigkeit. KI_Sonstige ist klar erfüllt. Soziale Kategorien sind substantiell belegt: Bias_Ungleichheit (Kernthema), Gender (explizite Beispiele Geschlechterdiskriminierung), Diversitaet (race, gender, class), Feministisch (explizite Nutzung von Iris Marion Youngs Social Connection Model als feministisch-politiktheoretisches Framework), Fairness (Rekonzeptualisierung von AI-Fairness als Kernthema). TECHNIK_OK und SOZIAL_OK → Include.",KD
276,VVEEL68I,Slesinger et al. (2024),Training in Co-Creation as a Methodological Approach to Improve AI Fairness,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.92,"Das Paper behandelt AI Literacy (Training für nicht-technische Stakeholder zu KI-Bias), algorithmische Fairness und Bias-Mitigation in KI-Systemen (KI_Sonstige). Soziale Dimensionen: explizite Gender-Bias-Analyse, Einbindung marginalisierter Gruppen (LGBTQ+, Minderheiten, Ältere), und algorithmic fairness als Kernthema. TECHNIK_OK und SOZIAL_OK sind beide erfüllt → Include.",KD
277,HLBXNWAZ,Sharma et al. (2024),Intersectional analysis of visual generative AI: the case of stable diffusion,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Include,,Empirisch,0.82,"Paper analysiert Stable Diffusion (generative KI) intersektional: 180 generierte Bilder zeigen Perpetuierung von Sexismus, Rassismus, Heteronormativität und Ableismus. Explizit feministische Intersektionalitätsperspektive mit Fokus auf Power-Systeme. TECHNIK: Generative_KI. SOZIAL: Bias_Ungleichheit, Gender, Diversitaet, Feministisch. Diskrepanz zwischen Abstract und detaillierter Analyse fällt auf – möglicherweise falsch zugeordnete Analysetext.",KD
278,Y6SAPNT2,Vethman et al. (2025),Fairness Beyond the Algorithmic Frame: Actionable Recommendations for an Intersectional Approach,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Include,,Empirisch,0.95,"Das Paper erfüllt beide Bedingungen klar: Technik (KI_Sonstige: algorithmische Entscheidungssysteme, ML-basierte AI; AI_Literacies: Kompetenzentwicklung für AI-Expert:innen) und Sozial (Bias_Ungleichheit: strukturelle Ungleichheit in AI-Systemen; Fairness: Kritik an Fairness-Metriken; Feministisch: explizite Verankerung in Black Feminist-Theorie mit Crenshaw, Hill Collins; Diversitaet: marginalisierte Communities). Alle Kategorien werden substantiell behandelt.",KD
279,XXCDL3A3,Ovalle et al. (2023),Factoring the Matrix of Domination: A Critical Review and Reimagination of Intersectionality in AI Fairness,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Include,,Literaturreview,0.95,"Das Paper untersucht algorithmische Fairness-Systeme (KI_Sonstige) und kritisiert die Reduktion von Intersektionalität auf Fairness-Metriken. Es verwendet explizit intersektionale Theorie (Crenshaw-Tradition, 'Matrix of Domination' nach Collins) zur Analyse von Machtstrukturen und Unterdrückungssystemen – dies qualifiziert als feministisch. Fairness und Bias/Ungleichheit sind zentrale Themen, ebenso Diversität/Repräsentation marginalisierter Gruppen.",Abstract
280,QXDK8Z6I,Himmelreich & Lim (2022),"Artificial Intelligence and Structural Injustice: Foundations for Equity, Values, and Responsibility",Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.93,"Das Paper behandelt algorithmische Entscheidungssysteme (ML) im Bereich Healthcare, Hiring, Policing (KI_Sonstige). Es analysiert substantiell racial und gender Bias (Bias_Ungleichheit, Gender), Diversität und Inklusion (Diversitaet), Fairness-Konzepte (Fairness) sowie Iris Marion Youngs strukturelle Gerechtigkeitstheorie als explizit feministische Referenz (Feministisch). Beide Bedingungen – Technik und Sozial – sind klar erfüllt.",KD
281,LT3D3ZQ2,Siapka (2023),Towards a Feminist Metaethics of AI,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt AI-Algorithmen und algorithmische Systeme (KI_Sonstige) und entwickelt explizit eine feministische Metaethik unter Bezug auf Harding, D'Ignazio & Klein, Lugones (Feministisch). Es analysiert Bias, strukturelle Ungerechtigkeit und Diskriminierung (Bias_Ungleichheit), Geschlechterperspektiven und intersektionale Analyse (Gender), Repräsentation marginalisierter Gruppen (Diversitaet) sowie Machtbeziehungen und Fairness in AI-Systemen (Fairness). Beide Einschlussbedingungen sind klar erfüllt.",KD
282,D2EGAVKZ,Klein & D'Ignazio (2024),Data Feminism for AI,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Include,,Konzept,0.95,"Paper von D'Ignazio & Klein – explizit feministische Theorie (Data Feminism-Framework) auf KI-Kontext angewendet. TECHNIK_OK durch KI_Sonstige (algorithmische Systeme, AI-Forschung allgemein). SOZIAL_OK durch Feministisch (intersektionale feministische Prinzipien), Bias_Ungleichheit (ungleiche Machtverhältnisse, Exklusion), Diversitaet (Inklusion, Repräsentation) und Fairness (gerechtere KI-Systeme).",Abstract
