work_id,title,record_ids,preferred_version_id,human_decisions,human_substantive_decisions,human_duplicate_record_ids,human_metadata_error_record_ids,historical_identity_bindings,historical_resolution,integrity_hold,agent_decisions,decision_authority,human_verification,agent_lifecycle_states,current_ai_review_results,corrected_ai_record_ids,ai_correction_provenance,open_ai_source_review_record_ids,effective_decision,analysis_eligible,analysis_conflicts,analysis_undecidable,conflicts,source_queue_status,source_blockers,source_acquisition_progress,next_actions
work:c195afcd-0447-5f60-b1d6-c0e9d7807b18,Prompting fairness: Learning prompts for debiasing large language models,"[""JZN2I6J5""]",version:d52044e7-6f88-57ce-9cd0-c69dfd57b5db,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:c1f67458-d15f-508a-806f-dafd5e72162d,Akzeptanz von KI und organisationale Rahmenbedingungen in der Sozialen Arbeit – Eine empirische Untersuchung aus der Perspektive von Berufseinsteiger:innen,"[""6N2E242K"", ""R5QQTD95""]",version:b767d4f8-c1b9-5240-aeb6-388643a89e12,"[""Exclude"", ""Include""]","[""Include""]","[""6N2E242K""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:c22fb9d9-859a-5f4f-b574-2ec02adaa089,"""It happened to be the perfect thing"": Experiences of generative AI chatbots for mental health","[""3B87U5LN""]",version:de2241b9-7888-5aa5-8395-914b2f63fe56,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:c380f94c-f652-5705-8cd1-2e4a9ad83315,Feminism Confronts AI: The Gender Relations of Digitalisation,"[""PQC9G5EU""]",version:59099133-cc3c-5580-b870-e3f779c20b91,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:c38f96d8-de83-5faf-8eeb-3dd02eb32a14,Mitigating age-related bias in large language models: Strategies for responsible artificial intelligence development,"[""GCN42PAM""]",version:f8afe9ad-faaa-5597-b7a0-1c7353eb93c5,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:c54f89d4-e79b-5fd8-9426-6b51b36669e2,ChatGPT for social work science: Ethical challenges and opportunities,"[""LGYFN6JK"", ""ZITLBM8A""]",version:c9a7b396-f86c-50ed-8808-6dc5c513627b,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:c8633f98-0462-5ed4-8bc4-c25ff72cdfec,Bias in decision-making for AI's ethical dilemmas: A comparative study of ChatGPT and Claude,"[""JGZDWMN3""]",version:d0f4f1e0-8c1f-5c88-88d4-14798a564fc0,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:c88d8455-7f0c-56ee-b3b9-cddcf21c1de2,Bildungsteilhabe - Flucht - Digitalisierung: Eine multilokale Ethnografie im (digitalen) Alltag junger Geflüchteter,"[""QKFG72IT""]",version:50f6f3f5-1ef4-5223-96f6-9bd3d199f543,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:c97ce87e-acbf-561b-ae0c-dea6533c79e5,Social work and artificial intelligence: Collaboration and challenges,"[""79TL6HSB""]",version:4f8a9367-dea5-57d5-9f83-1edfa7c6cd8b,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:ca6040b6-cfdb-5d4a-8f00-8ad7af0046fc,A sociolinguistic approach to stereotype assessment in large language models,"[""QIQR449A""]",version:329d237a-e9da-558a-bb85-1fa47b8b071f,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:cb65a14f-9700-50d6-9336-37781f295e2f,Clinical trial of an LLM-based conversational AI psychotherapy,"[""E4G328PD""]",version:9325aebd-26a7-5181-a112-7098cf2de9ab,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:ce611f7b-8bda-5e6a-9ca9-3b46a8027694,Faires KIPrompting – Ein Leitfaden für Unternehmen. BSP Business and Law School – Hochschule für Management und Recht,"[""4KMMPA6A""]",version:3be96d59-a494-5a9b-b8ee-2234d73cd668,[],[],[],[],{},,False,"[""Include""]",ai_review,not_recorded,"[""ai-agent-reviewed""]","[""accepted""]","[""4KMMPA6A""]","[{""record_id"": ""4KMMPA6A"", ""artifact"": ""generated/verification/screening-corrections-a.json#/corrections/4KMMPA6A"", ""sha256"": ""sha256:714f932116b48078d5aa5f16a09026a1df0e67f949189a8c0c72cad40d03b251"", ""base_artifact"": ""docs/data/screening/ar2.json#/decisions/4KMMPA6A"", ""base_sha256"": ""sha256:730878f83d1a691d9168f1e8e357ba6e846e9a281adf0179a9dcd87589973a45"", ""agent_id"": ""/root/aggregation"", ""model"": ""GPT-6 (exact deployment identifier unavailable)"", ""reviewed_at"": ""2026-09-05T13:01:37.190610+00:00"", ""corrected_at"": ""2026-09-05T13:01:37.190610+00:00""}]",[],Include,True,{},{},[],,[],[],"[""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
work:cfde9315-c968-5cb3-871c-b78b3feebfb1,The power of prompts: Evaluating and mitigating gender bias in MT with LLMs,"[""KNQYFQ6B""]",version:26d8700f-ecf9-5573-967f-cb8dfc1ba7a0,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:d047e799-4962-5502-9d81-77fb206e41e6,In search of artificial intelligence (AI) literacy in teacher education: A scoping review,"[""7U29SIC8""]",version:2e70affe-d08d-520f-b5fb-4d383145ef63,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:d06976fc-f794-584b-af9e-b86a20fd36b2,How can feminism inform AI governance in practice?,"[""TRAN2GJU""]",version:c9ce3896-6a63-54fd-8e19-5117f2d2b4ed,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:d08ffd52-5a10-56dc-829f-b5e1335a1af1,AI literacy in teacher education: Empowering educators through critical co-discovery,"[""EN6GNKL3""]",version:acae96c2-3e6c-52be-8466-f966a02dc27c,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:d554037c-beec-559b-9797-9ba5b4de55a5,What are artificial intelligence literacy and competency? A comprehensive framework to support them,"[""I78CL6R5""]",version:3add42bd-ee16-5a23-8f59-c5243c6bb9f6,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:d5e56339-57d6-568b-bdd1-4493f359891e,Ethical issues related to the use of technology in social work practice: A systematic review,"[""9WIGR47Y""]",version:38f560ce-341e-5467-941b-3e720d423810,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:d5ef367d-7a49-52e5-a1d0-1424e8005b6d,Tensions in digital welfare states: Three perspectives on care and control,"[""49PPZJ7Z""]",version:7fdf57fe-dd29-51fc-b88a-d9129cad1638,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:d7650ebc-b404-5e1d-a523-3c9fedc631f8,"Feminist AI: Critical Perspectives on Algorithms, Data, and Intelligent Machines","[""ZLM537Z4""]",version:ffba64fe-70ac-535a-8ffb-2eaf0f038232,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:d7b6a6c3-e1e3-56fb-9a31-018321e78184,Multilingual Prompting for Improving LLM Generation Diversity,"[""3AHQEHDF"", ""6BZ5353S""]",version:9cbc194f-bc9a-5b84-a2b2-9c654f8d56ca,"[""Exclude"", ""Include""]","[""Include""]","[""6BZ5353S""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:d80962af-bafa-5e60-8723-fe4b966a1e97,"Less knowledge, more trust? Exploring potentially uncritical attitudes towards AI in higher education","[""J9IZDVTW""]",version:302fcf28-d2ac-5694-8fe8-b76c45c0e81c,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:d92d100d-01b0-5690-a919-cadd11c5dd17,Künstliche Intelligenz in der Sozialen Arbeit: Grundlagen für Theorie und Praxis,"[""L6PH7GDL""]",version:5c3b176d-e69a-5eea-812f-d7f7c1422b85,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:db3c7a39-98f0-5760-b4a8-26959d4d229b,Coded injustice: Surveillance and discrimination in Denmark's automated welfare state,"[""LXDG4KQK""]",version:fd71ec94-14f0-513e-986d-2f518dfc58bf,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:dc0ed550-b389-5fef-bfbe-1f9f335aa7a9,"A Survey on Intersectional Fairness in Machine Learning: Notions, Mitigation, and Challenges","[""VFD9ENG6""]",version:d05b8a44-c2b0-5a04-9cd0-73f6b59f0518,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:df97aeb3-d0d0-511e-a919-6e535ce3cb3b,Data Feminism for AI,"[""D2EGAVKZ"", ""UFJ7ERFF""]",version:3a40ee22-5db9-569d-b8fc-8dfbed340b11,"[""Exclude"", ""Include""]","[""Include""]","[""D2EGAVKZ""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:dfaa16aa-d082-5614-ad07-eca63aed960b,"Improving human-AI partnerships in child welfare: Understanding worker practices, challenges, and desires for algorithmic decision support","[""JC7X3MM7""]",version:78a86f87-2814-5013-af49-473f70edfc51,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:e029e392-2ee3-5af1-bac3-1cbf39cdd23a,Gender in a stereo-(gender)typical EU AI law: A feminist reading of the AI Act,"[""7L93JBLR""]",version:ba0758f8-c414-5206-baf4-543b76c7490b,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:e19e48be-17b1-5516-99af-6bee023f7b94,An empirical study of structural social and ethical challenges in AI,"[""PC75954S""]",version:505b388b-1ee1-5a5f-b574-fdc79663874b,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:e1ca8a4c-5cc2-5e35-b3cc-375950a07405,Recommendations for social work researchers and journal editors on the use of generative AI and large language models,"[""4PK8UN82"", ""9YYPYEGY"", ""AMYZFAPH"", ""U3AJIXAJ""]",version:0e874262-87ce-5928-962b-758a55a98646,"[""Exclude"", ""Include""]","[""Include""]","[""4PK8UN82"", ""9YYPYEGY""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:e2d9817a-faab-522d-8bf1-534765f083cf,More or less wrong: A benchmark for directional bias in LLM comparative reasoning,"[""64DQYVVB""]",version:8930b950-e750-5a9b-b810-8f89a206e4d1,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:e32ebbda-caa4-592c-b811-9828c5b4fdd4,Considering a unified model of artificial intelligence enhanced social work: A systematic review,"[""UENFDPH9""]",version:6fab7c95-776d-5b5b-b613-38626e788d65,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
